E, cm-1	Sigma_00, cm2	Sigma_01, cm2	Sigma_02, cm2	Sigma_03, cm2	Sigma_10, cm2	Sigma_11, cm2	Sigma_12, cm2	Sigma_13, cm2	Sigma_20, cm2	Sigma_21, cm2	Sigma_22, cm2	Sigma_23, cm2	Sigma_30, cm2	Sigma_31, cm2	Sigma_32, cm2	Sigma_33, cm2	
1.055470e+05	3.073945e-14	2.068267e-18	0.000000e+00	0.000000e+00	1.055637e-18	3.525242e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.055563e+05	3.070800e-14	2.711027e-18	0.000000e+00	0.000000e+00	1.421089e-18	3.510277e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.055610e+05	3.080243e-14	3.188696e-18	0.000000e+00	0.000000e+00	1.692550e-18	3.504173e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.055702e+05	3.057142e-14	4.426983e-18	0.000000e+00	0.000000e+00	2.405968e-18	3.493619e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.055795e+05	3.039814e-14	5.845025e-18	0.000000e+00	0.000000e+00	3.246864e-18	3.482170e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.055841e+05	3.073328e-14	6.529624e-18	0.000000e+00	0.000000e+00	3.664847e-18	3.475995e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.055888e+05	3.070797e-14	7.254230e-18	0.000000e+00	0.000000e+00	4.112347e-18	3.470000e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.055934e+05	3.056768e-14	7.979830e-18	0.000000e+00	0.000000e+00	4.567430e-18	3.464520e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.056027e+05	3.015799e-14	8.927830e-18	0.000000e+00	0.000000e+00	5.204306e-18	3.454862e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.056120e+05	2.997491e-14	1.029172e-17	0.000000e+00	0.000000e+00	6.102789e-18	3.444850e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.056212e+05	3.023246e-14	1.129060e-17	0.000000e+00	0.000000e+00	6.803235e-18	3.433511e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.056305e+05	3.073004e-14	1.343263e-17	0.000000e+00	0.000000e+00	8.216659e-18	3.423080e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.056398e+05	3.055560e-14	1.563214e-17	0.000000e+00	0.000000e+00	9.698493e-18	3.414357e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.056491e+05	3.025888e-14	1.952176e-17	0.000000e+00	0.000000e+00	1.227455e-17	3.405659e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.056583e+05	2.946441e-14	2.287481e-17	0.000000e+00	0.000000e+00	1.456544e-17	3.395673e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.056676e+05	2.938722e-14	2.850873e-17	0.000000e+00	0.000000e+00	1.837084e-17	3.386456e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.056769e+05	2.901373e-14	3.159362e-17	0.000000e+00	0.000000e+00	2.059037e-17	3.378720e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.056815e+05	2.947460e-14	3.577211e-17	0.000000e+00	0.000000e+00	2.344073e-17	3.375715e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.056908e+05	2.967650e-14	4.264410e-17	0.000000e+00	0.000000e+00	2.823781e-17	3.367478e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.057001e+05	2.979692e-14	4.549763e-17	0.000000e+00	0.000000e+00	3.042872e-17	3.355715e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.057093e+05	3.006743e-14	5.413647e-17	0.000000e+00	0.000000e+00	3.655116e-17	3.346529e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.057140e+05	3.014388e-14	5.703802e-17	0.000000e+00	0.000000e+00	3.868665e-17	3.344762e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.057232e+05	3.057497e-14	5.947942e-17	0.000000e+00	0.000000e+00	4.070026e-17	3.337492e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.057325e+05	3.043048e-14	6.842023e-17	0.000000e+00	0.000000e+00	4.721459e-17	3.328819e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.057372e+05	3.030366e-14	7.080979e-17	0.000000e+00	0.000000e+00	4.906306e-17	3.321163e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.057464e+05	3.022180e-14	7.318240e-17	0.000000e+00	0.000000e+00	5.110836e-17	3.303621e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.057557e+05	2.983930e-14	8.228460e-17	0.000000e+00	0.000000e+00	5.790049e-17	3.295128e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.057603e+05	2.983499e-14	8.488381e-17	0.000000e+00	0.000000e+00	5.994818e-17	3.296602e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.057696e+05	2.962113e-14	8.782747e-17	0.000000e+00	0.000000e+00	6.246814e-17	3.289236e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.057835e+05	2.895389e-14	1.003643e-16	0.000000e+00	0.000000e+00	7.210958e-17	3.271283e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
