E	J	a
560	45	0.3153018175802032
560	50	0.0002295634930535543
560	55	0.7035902812329208
560	60	0.48556384598053026
560	65	0.6413679482054031
560	70	0.06828481655815112
560	75	0.9243717388887734
560	80	1.0653439935572708
560	85	0.6452775293667109
560	90	0.28350492167920255
560	95	0.10073347344437504
560	100	0.029024462757405202
560	105	0.005551192013097614
560	110	5.010192797978824e-05
560	115	0.0028124984916256786
560	120	0.01531195784965513
560	125	0.04823445935169274
560	130	0.12361297357407257
560	135	0.2758257174780267
560	140	0.5424641831372431
560	145	0.9365263915915104
560	150	1.3936597397769372
560	155	1.7157510135864928
560	160	1.6168657584553843
560	165	0.9687674248578394
560	170	0.17065761533735316
560	175	0.1324234349047143
560	180	1.2158181557229557
560	185	2.032390420259677
560	190	1.0415571621899213
560	195	0.0036409954497334317
570	0	0.5511102585257047
570	5	0.8444123648610368
570	10	1.2602581047830546
570	15	0.3074914947808342
570	20	0.8000629873133669
570	25	0.2027272997956375
570	30	1.24274745105199
570	35	1.2243525267385906
570	40	1.1170805620268214
570	45	1.3410331777135331
570	50	1.1961990518161263
570	55	0.04411320256165352
570	60	1.2607499774130684
570	65	0.1718330326195892
570	70	1.6098882137875379
570	75	0.6734777922632045
570	80	3.855578123803926e-06
570	85	0.40943456384423565
570	90	1.027249352430357
570	95	1.46002936978625
570	100	1.7131174723356568
570	105	1.8668312530041937
570	110	1.9726356176620112
570	115	2.0643589708347534
570	120	2.1497223637243073
570	125	2.2323728055900185
570	130	2.2892600974629684
570	135	2.279209521979506
570	140	2.1310589587878046
570	145	1.7636507409592947
570	150	1.1518930482833551
570	155	0.4347274409642976
570	160	0.006129494284289186
570	165	0.3827078375527773
570	170	1.653562142132984
570	175	2.8316363181909905
570	180	2.3908381404317507
570	185	0.5609600721518457
570	190	0.2584276371121534
570	195	2.545581884875592
580	0	0.059569702083839354
580	5	0.0006483961759255741
580	10	0.283858074112831
580	15	0.886733788322377
580	20	0.008521509669298828
580	25	0.8907835301702174
580	30	0.4478300270798499
580	35	0.04579816930157637
580	40	0.003395864725281541
580	45	0.07302144046019093
580	50	0.5814032492141054
580	55	0.9656126672757694
580	60	0.000412814492582274
580	65	1.0895125399584278
580	70	0.16237173520950698
580	75	0.3253820220602794
580	80	1.097153018622249
580	85	1.1839855361495053
580	90	0.9033288255358144
580	95	0.6291765018016355
580	100	0.451315649316729
580	105	0.3515039541793706
580	110	0.29487377791491587
580	115	0.255099452209064
580	120	0.21402930544357535
580	125	0.15982860005143126
580	130	0.09190071635125106
580	135	0.025463226415542505
580	140	0.0016870217248216176
580	145	0.09168276085181505
580	150	0.38010446224201405
580	155	0.9026047255342204
580	160	1.5330750539088094
580	165	1.910231881417538
580	170	1.604802986589026
580	175	0.654416529995483
580	180	0.00106355200396088
580	185	0.7256613610303794
580	190	2.064599588955952
580	195	1.6678134114011314
590	0	0.854480034918857
590	5	0.6709932733283903
590	10	0.11478013569088406
590	15	0.3778804121340736
590	20	0.764656482011733
590	25	0.44946006990823795
590	30	0.04918493777467035
590	35	0.5236734479444994
590	40	0.7237385327103737
590	45	0.5304266040527577
590	50	0.04647778735801007
590	55	0.4976794690492158
590	60	0.9734531017006214
590	65	0.23346635600155832
590	70	0.6240355230696857
590	75	1.2449767748183234
590	80	0.4910524400966859
590	85	0.01960384125808244
590	90	0.08830277464859879
590	95	0.33495009705588763
590	100	0.557683264517098
590	105	0.7146857286962081
590	110	0.8215882176615543
590	115	0.9059744585436051
590	120	0.9922590286637628
590	125	1.1029028252540847
590	130	1.2530675338235355
590	135	1.4492768989182399
590	140	1.6745439235742243
590	145	1.8741014066964345
590	150	1.9411871994579186
590	155	1.739062146169659
590	160	1.188663249796166
590	165	0.44252382268474555
590	170	0.002112931478096104
590	175	0.45942664847433856
590	180	1.6875682228013054
590	185	2.326671606193957
590	190	1.2478171903522342
590	195	0.00923724114125219
600	0	1.0737074607725907
600	5	1.33105184288929
600	10	1.3364648548893965
600	15	0.08963973441205293
600	20	1.2432956139015536
600	25	0.06262218557847492
600	30	1.306936090166494
600	35	1.5053288153533646
600	40	1.3597296824526195
600	45	1.5517689507023353
600	50	1.485634233942351
600	55	0.18084043053282908
600	60	1.106623939947199
600	65	0.6620893505447867
600	70	1.6551928392122697
600	75	0.10484861742290137
600	80	0.4906489876595522
600	85	1.5865926057046622
600	90	2.096814789547124
600	95	2.1436719564216156
600	100	2.052129914841904
600	105	1.9703867046803791
600	110	1.9276198717993112
600	115	1.9126338134881324
600	120	1.89686557895209
600	125	1.8514295192606505
600	130	1.7446272660818296
600	135	1.5443105794970446
600	140	1.2251795876614477
600	145	0.79395812968622
600	150	0.32558045374977
600	155	0.017269286045240747
600	160	0.17344780466014678
600	165	1.0342758989985257
600	170	2.3926561827492154
600	175	3.308135935904475
600	180	2.6658821584916415
600	185	0.7742935137345385
600	190	0.09961199701967927
600	195	2.2201281150055547
610	0	0.01681305851060502
610	5	0.09416231592565286
610	10	0.4585922693311341
610	15	0.5244939637135929
610	20	0.04448991987351009
610	25	0.5229176029122451
610	30	0.5035668528585937
610	35	0.1328249554775594
610	40	0.03883358490788481
610	45	0.10419172161458987
610	50	0.45469985395020646
610	55	0.701895195186915
610	60	0.010257063010694937
610	65	0.7671180230142685
610	70	0.016806733955774037
610	75	0.48913595930307174
610	80	0.8559808104636565
610	85	0.567804644862335
610	90	0.23117369532144907
610	95	0.061978324822880265
610	100	0.008032611721155885
610	105	5.871641042873016e-05
610	110	0.003968814895899225
610	115	0.009293288588275547
610	120	0.015559222081495187
610	125	0.02633626100107688
610	130	0.048756554385834934
610	135	0.09559626996927816
610	140	0.18728386734033328
610	145	0.3500432224830343
610	150	0.602790423427204
610	155	0.9291728677877328
610	160	1.2383385396310884
610	165	1.3494201857767358
610	170	1.0825783011984376
610	175	0.48149318758534493
610	180	0.015478726695660932
610	185	0.31240549918071475
610	190	1.239150317266636
610	195	1.501692017626064
620	0	4.191013407472818
620	5	1.9417627127963097
620	10	0.36273995435252676
620	15	9.533625894694474
620	20	3.403761838396778
620	25	9.754207519826698
620	30	0.40605066066937734
620	35	2.0086587396950093
620	40	4.544077122231165
620	45	3.103621536060662
620	50	0.008142549275689219
620	55	6.998315402452674
620	60	10.57642705178346
620	65	2.237612634746197
620	70	8.52960546843321
620	75	12.611675142662909
620	80	2.40480386202649
620	85	0.4590669221888347
620	90	4.910460398995001
620	95	9.545423684376825
620	100	12.623622748621509
620	105	14.441892273194076
620	110	15.546861271755983
620	115	16.331138423606426
620	120	17.00440881684754
620	125	17.752111207729016
620	130	18.659300762633602
620	135	19.702106692242875
620	140	20.71657226617136
620	145	21.226632647724937
620	150	20.45145892246625
620	155	17.474629484081763
620	160	11.873347985295966
620	165	4.855744016946279
620	170	0.1825270337199598
620	175	2.9586082032113397
620	180	14.311619041875717
620	185	25.278912128331058
620	190	21.69832344646075
620	195	5.299947138648578
630	0	0.5217789176098717
630	5	0.46803684573891463
630	10	0.17559270327860027
630	15	0.07371416724186224
630	20	0.5218067456678236
630	25	0.06937849523734803
630	30	0.19941772435670643
630	35	0.5138955128741383
630	40	0.5710226551733567
630	45	0.5691810257792127
630	50	0.3841814181518236
630	55	0.005397925861598518
630	60	0.4903651508870182
630	65	0.18070723158824517
630	70	0.6007242143803724
630	75	0.024365575474162484
630	80	0.24511040526998787
630	85	0.6541112958063614
630	90	0.7512909681236123
630	95	0.6728403178256334
630	100	0.5742944250583651
630	105	0.5077254993931314
630	110	0.47513046552864235
630	115	0.46387644401518624
630	120	0.460634879709205
630	125	0.453459043721182
630	130	0.43101139880812084
630	135	0.3837611161469256
630	140	0.30650584823485405
630	145	0.20056862586240135
630	150	0.08496209337889589
630	155	0.005785823313836717
630	160	0.03917583326568446
630	165	0.26253257067494007
630	170	0.6737312095108384
630	175	1.0881095940254144
630	180	1.1565147999537744
630	185	0.6835532411212253
630	190	0.07798095846569421
630	195	0.19490196777727542
640	0	2.633265168717131
640	5	3.420443954649168
640	10	3.909037851400977
640	15	0.5719204844839305
640	20	2.845714654651253
640	25	0.6841979582733063
640	30	4.153512409278138
640	35	3.256728859069105
640	40	2.1901716358012586
640	45	2.6729506451866913
640	50	4.3355369068913365
640	55	3.2372941054619777
640	60	0.14355540575259093
640	65	4.916541456439086
640	70	0.42733641203734657
640	75	2.656612926365587
640	80	5.410393148466044
640	85	3.402864281107798
640	90	1.0930077562157858
640	95	0.13082077350100582
640	100	0.0112325029262648
640	105	0.1497656977617138
640	110	0.2894561759388807
640	115	0.3748572192765547
640	120	0.42850447505500583
640	125	0.4922527712989044
640	130	0.6130507710246075
640	135	0.8537246043205295
640	140	1.3032691256722497
640	145	2.08064630535236
640	150	3.312823082826261
640	155	5.019814566741719
640	160	6.953962574256699
640	165	8.40674638582202
640	170	8.2862232906962
640	175	5.841973962739998
640	180	1.9952221071990535
640	185	0.0063063439197708964
640	190	3.030194618286356
640	195	8.737270323840876
650	0	0.047527633764416266
650	5	0.1829132620639082
650	10	0.7324546939470069
650	15	0.7852133430023479
650	20	0.059189121574192
650	25	0.8404186166081584
650	30	0.6630176416843021
650	35	0.08251501697456932
650	40	6.212525997488993e-08
650	45	0.0067019170001339995
650	50	0.26855917334765933
650	55	1.0414454393123609
650	60	0.4734420511440574
650	65	0.5583496375184439
650	70	0.41376343336655635
650	75	1.222123195336609
650	80	0.36355620921433235
650	85	0.008779535042215665
650	90	0.36576450482146583
650	95	0.8092129850423054
650	100	1.1083986889901227
650	105	1.2802498529425155
650	110	1.3793010247452258
650	115	1.440282664274832
650	120	1.488191967130541
650	125	1.5361882131049405
650	130	1.593478227795878
650	135	1.668747866984777
650	140	1.7575585680326342
650	145	1.8399971012419463
650	150	1.8756236477310178
650	155	1.7926531630150926
650	160	1.512693834690357
650	165	1.0083369608491166
650	170	0.3951609509675639
650	175	0.009787104519642539
650	180	0.2849170819745995
650	185	1.2901624353485466
650	190	2.231911088212323
650	195	1.9111411693102454
660	0	0.13074280936926436
660	5	0.03580266419823134
660	10	0.08562665793505048
660	15	0.6345534616590868
660	20	0.1296313838050034
660	25	0.6236813807256708
660	30	0.03454004120605251
660	35	0.13206008806388886
660	40	0.3351043132229138
660	45	0.297071009589011
660	50	0.05295452884965521
660	55	0.17680958429647947
660	60	0.7845053030727499
660	65	0.00735566807582113
660	70	0.8288247801182982
660	75	0.2088577966239761
660	80	0.10991492624721154
660	85	0.6634870618861485
660	90	0.9372138851270673
660	95	0.9141090467278329
660	100	0.8075310721571399
660	105	0.7230012152933004
660	110	0.6809918027624658
660	115	0.6729697610746244
660	120	0.6824229153357639
660	125	0.6953218972048457
660	130	0.6967793717056148
660	135	0.6745615102780441
660	140	0.6169246847918184
660	145	0.514963413466782
660	150	0.367177952774316
660	155	0.1907856920214943
660	160	0.03962749580404746
660	165	0.012098729115541605
660	170	0.22465387024426176
660	175	0.7136466862896899
660	180	1.2891095091446003
660	185	1.5096532216173966
660	190	1.0252437709144584
660	195	0.20095834092050607
670	0	51901.90550699242
670	5	38815.87109944921
670	10	5221.547621230825
670	15	25914.093522992847
670	20	53380.19916921381
670	25	20893.057352987285
670	30	13440.511095137272
670	35	57156.689214850645
670	40	68917.0074843202
670	45	69641.07223321649
670	50	53077.76633421036
670	55	5376.706888597466
670	60	40386.301075866264
670	65	49295.89646818588
670	70	41730.90333681483
670	75	9521.436658004755
670	80	77024.97739973951
670	85	78523.5411148513
670	90	41242.50155809068
670	95	14257.357154942574
670	100	3186.9459791800487
670	105	292.2311164527174
670	110	13.368254901270657
670	115	144.66555662158942
670	120	191.16597377274226
670	125	194.6232528227627
670	130	276.0043815820732
670	135	639.6641835913301
670	140	1842.9800164941046
670	145	5154.085585704353
670	150	12829.573494734637
670	155	27960.633506370472
670	160	53188.311708205474
670	165	87768.6022503772
670	170	123130.27694903902
670	175	140841.33665951085
670	180	120160.26949810145
670	185	60877.05385439854
670	190	5367.934834088568
670	195	20739.20658924932
680	0	0.6833274628714128
680	5	0.6969899452788993
680	10	0.43723078177012786
680	15	0.0023106408453810613
680	20	0.6880187582976496
680	25	0.0015580947861556147
680	30	0.5891036159282912
680	35	0.6948294753070684
680	40	0.5250367974767373
680	45	0.5533409106233909
680	50	0.7600553745428311
680	55	0.5767565714055326
680	60	0.0026909747904717233
680	65	0.8335834682919078
680	70	7.920372241208008e-08
680	75	0.7615550727873444
680	80	0.7030176897791953
680	85	0.12172392433295563
680	90	0.01909932077183856
680	95	0.2246625738517645
680	100	0.45184182305943255
680	105	0.6093783584684351
680	110	0.7008945590529699
680	115	0.7487645223285612
680	120	0.7715378070534911
680	125	0.7868675947401137
680	130	0.8080478930903717
680	135	0.8478532741161406
680	140	0.9169298468476221
680	145	1.021434696499795
680	150	1.157204749814081
680	155	1.3027120915505925
680	160	1.4092559810571943
680	165	1.3969168303277528
680	170	1.1784625351237739
680	175	0.7346564507477805
680	180	0.2210735398319342
680	185	0.0037666024688832525
680	190	0.42859267827505243
680	195	1.3017898305487798
690	0	0.4398154348322335
690	5	0.6063760328933245
690	10	0.7992236539596127
690	15	0.21128928255574125
690	20	0.40993325028697397
690	25	0.30739652330152967
690	30	0.8095103649297116
690	35	0.3423013081963099
690	40	0.09607536318444616
690	45	0.10335868314524965
690	50	0.38461861448432466
690	55	0.8967414964064212
690	60	0.3609075704654405
690	65	0.4015963350162023
690	70	0.4807768666863439
690	75	0.8792436967052621
690	80	0.06519294804590725
690	85	0.21493284037732852
690	90	0.7760143316838427
690	95	1.1006441981438497
690	100	1.1932217833251326
690	105	1.201373442846401
690	110	1.2021634840669257
690	115	1.219668315192989
690	120	1.2507852403482018
690	125	1.2872228128051673
690	130	1.322878806417685
690	135	1.3483632664582155
690	140	1.3562169461887765
690	145	1.3349487114205516
690	150	1.26362359100198
690	155	1.1147436296997963
690	160	0.8670398475810621
690	165	0.5303952851696901
690	170	0.18299756411617352
690	175	0.0006286815401173618
690	180	0.20568335084696404
690	185	0.8718097701607959
690	190	1.6541840939089736
690	195	1.8198490826438576
700	0	49.96938957614987
700	5	147.83312438972803
700	10	499.69901702793226
700	15	507.32007679376085
700	20	31.185969963699133
700	25	580.8351235526957
700	30	349.1413344052866
700	35	5.33719074589346
700	40	50.25748167137596
700	45	53.58202595631528
700	50	2.977078537290934
700	55	340.3845028999587
700	60	710.0660212076333
700	65	0.08327317360696371
700	70	782.2121222703229
700	75	142.204703765387
700	80	206.99597187713974
700	85	776.0338372924241
700	90	846.7838292838111
700	95	633.0668515611011
700	100	425.96625847308866
700	105	300.3852909185294
700	110	241.3337469660596
700	115	223.67601004885034
700	120	229.45311307344636
700	125	245.62421824366572
700	130	260.4532054852096
700	135	264.0817456111406
700	140	247.30285117348734
700	145	204.74857580395937
700	150	137.89933093590858
700	155	59.90392423466103
700	160	4.251553074035807
700	165	28.832909781624465
700	170	204.8151890055028
700	175	571.7801068135141
700	180	1055.5139839111448
700	185	1405.0210721083
700	190	1289.634487926258
700	195	649.1270081537699
710	0	0.04409210897090913
710	5	0.0002994534465505012
710	10	0.22675338327161973
710	15	0.7927430264259483
710	20	0.07816838760542745
710	25	0.7739866246173268
710	30	0.05353548334126097
710	35	0.17858688567676298
710	40	0.48718944607338494
710	45	0.5153602512972556
710	50	0.24402991235945576
710	55	0.012789732638801145
710	60	0.7513180553374992
710	65	0.383086746120231
710	70	0.638876671450946
710	75	0.08002611899377668
710	80	0.9408936329052693
710	85	0.8799939350792236
710	90	0.3382833537507566
710	95	0.04525146129081871
710	100	0.0035095446447381174
710	105	0.051792395222346306
710	110	0.10065250724064573
710	115	0.12499729127478638
710	120	0.12766281451369957
710	125	0.11970305586654485
710	130	0.11161717173444276
710	135	0.11141684375676499
710	140	0.12674677657292105
710	145	0.16730191860676763
710	150	0.248747597269423
710	155	0.3932378538672456
710	160	0.625155975497674
710	165	0.9512402086147688
710	170	1.3296940930994692
710	175	1.6391982809063934
710	180	1.6753590000542151
710	185	1.2776132417934734
710	190	0.5450338343197377
710	195	0.016105535591906535
720	0	0.29992781175432376
720	5	0.1621625062251722
720	10	0.003046177652219019
720	15	0.4849241611663119
720	20	0.3693906081883397
720	25	0.3834306204684765
720	30	0.04943811245582032
720	35	0.5154798207209917
720	40	0.7014674685870173
720	45	0.7228027339613732
720	50	0.6198140148769273
720	55	0.1675556376538715
720	60	0.18095801592228092
720	65	0.7618166410394411
720	70	0.06222609665651453
720	75	0.5830425300900118
720	80	0.7499303942175141
720	85	0.1478676036078418
720	90	0.020672363337293397
720	95	0.2629933730886066
720	100	0.5262674462779576
720	105	0.7021926095348413
720	110	0.8008776670576678
720	115	0.8510483677041714
720	120	0.8727444333560892
720	125	0.8783916152401547
720	130	0.8814277587555926
720	135	0.8932634537440302
720	140	0.9221571500431158
720	145	0.9795796968828873
720	150	1.0667588513189528
720	155	1.17877570225754
720	160	1.2936091151743558
720	165	1.36592488399454
720	170	1.324953438179404
720	175	1.1003795260769373
720	180	0.6807549589839335
720	185	0.20794609742943299
720	190	0.0021371371227127665
720	195	0.3724558908437076
730	0	7.370513878752292
730	5	5.8634252987531985
730	10	1.3015167049538214
730	15	2.2536621821535165
730	20	8.053024446144427
730	25	1.0568007301730302
730	30	4.266230593449796
730	35	8.951504942341543
730	40	7.913982535837842
730	45	7.712578042211881
730	50	9.319781920506744
730	55	7.3908703071877815
730	60	0.08425220891621721
730	65	8.8048151004439
730	70	1.274884173834962
730	75	10.760358561706083
730	80	2.6198920595002004
730	85	0.8341505021095961
730	90	6.72300205344082
730	95	11.101412280020575
730	100	12.538216472304669
730	105	12.661570713817826
730	110	12.589603443325188
730	115	12.712806298683374
730	120	13.061352133721167
730	125	13.517928301986025
730	130	14.005986783862102
730	135	14.438263761118124
730	140	14.777229792113403
730	145	14.946734311329209
730	150	14.85962678127782
730	155	14.294006757452152
730	160	12.968256947742026
730	165	10.596981632056913
730	170	7.126281755007829
730	175	3.1531185814267024
730	180	0.29323512556073106
730	185	0.9607249458434868
730	190	6.7359593074285105
730	195	15.468206459046812
740	0	1.7285142222743204
740	5	1.6972065855129366
740	10	0.9674339780666621
740	15	0.015299449502378867
740	20	1.7018756883910062
740	25	0.019307025314762135
740	30	1.6083666000966805
740	35	1.492913600412499
740	40	0.7856795889002851
740	45	0.6728759476847993
740	50	1.2139348687466247
740	55	1.9721647420381159
740	60	0.7522092227461479
740	65	0.684057326610193
740	70	1.4292131273402051
740	75	1.3361105504562325
740	80	0.03999400618569024
740	85	1.5013871757365216
740	90	2.40161503145274
740	95	2.134711734452522
740	100	1.5770676883083687
740	105	1.1646331623326212
740	110	0.9488272597790461
740	115	0.8809027470057254
740	120	0.907457087853699
740	125	0.9880729288586472
740	130	1.0899642554020132
740	135	1.1788263495408733
740	140	1.223796892490035
740	145	1.1988736835882048
740	150	1.0845091800795956
740	155	0.8682225486044796
740	160	0.5643097210866924
740	165	0.23403962118892246
740	170	0.013777954403719084
740	175	0.12056926141364002
740	180	0.779935994157942
740	185	2.0224994721576652
740	190	3.408261440567756
740	195	3.9810410179165747
750	0	0.4730963456657207
750	5	0.5581238035600886
750	10	0.5387255856612393
750	15	0.060526911549492184
750	20	0.40669449864300766
750	25	0.15904304578000703
750	30	0.6089769396844896
750	35	0.24512177040823746
750	40	0.03688076760237225
750	45	0.016262050219995654
750	50	0.11015583251318269
750	55	0.49007265300226205
750	60	0.5954749024740694
750	65	0.0026291170735083195
750	70	0.7283300937622068
750	75	0.0679315553908899
750	80	0.3538543411850256
750	85	0.7971091300262376
750	90	0.5615976422220263
750	95	0.22138084541610323
750	100	0.049689416795335645
750	105	0.0029475841745518956
750	110	0.001622904423880838
750	115	0.006164837302866387
750	120	0.006193795610351624
750	125	0.0032374891464714726
750	130	0.000720850989985315
750	135	1.1938338163401576e-07
750	140	0.00015575129816042596
750	145	1.0017714847385581e-05
750	150	0.0012539325932379706
750	155	0.011974092615477607
750	160	0.049833340529371994
750	165	0.14287005411871492
750	170	0.32314171109963663
750	175	0.6074901604768803
750	180	0.9604477111787518
750	185	1.2554119770021108
750	190	1.2924288102204347
750	195	0.9294918687870283
760	0	0.4550808102033493
760	5	0.6763008596693963
760	10	1.0424772210829414
760	15	0.4513702276125537
760	20	0.30522559601506977
760	25	0.6982764146629654
760	30	0.8130525943996358
760	35	0.06807868651137962
760	40	0.0417740133284846
760	45	0.09448407868210282
760	50	0.002562218748847541
760	55	0.3083527200765804
760	60	1.19175543854606
760	65	0.2466716744613011
760	70	0.981079542451666
760	75	0.08371501347042334
760	80	1.2704932604341233
760	85	0.972877686376604
760	90	0.18261504456386998
760	95	0.010961224921499785
760	100	0.22361350475673442
760	105	0.4786832123418698
760	110	0.6537841607111048
760	115	0.740075829389853
760	120	0.7588517900370148
760	125	0.7362312046039856
760	130	0.6955933516453829
760	135	0.6567735772866711
760	140	0.6389820484439629
760	145	0.6565808160351599
760	150	0.7232955168256469
760	155	0.8565350380445891
760	160	1.06892923529261
760	165	1.3664217583598943
760	170	1.7250454912414783
760	175	2.0632599875205657
760	180	2.2261546398326164
760	185	2.026726831685059
760	190	1.3699067259660638
760	195	0.4840137705694815
770	0	17.165292819921465
770	5	40.00497318473509
770	10	111.37931288915223
770	15	104.69484274212742
770	20	5.231600748084622
770	25	128.50624141425504
770	30	52.46918688124249
770	35	2.9677658617972837
770	40	46.24870866464586
770	45	62.81551984993668
770	50	32.54987837340073
770	55	0.9475522692591206
770	60	105.86092625981068
770	65	105.98800332093417
770	70	45.57676141041352
770	75	84.3793869101024
770	80	157.80898746053816
770	85	30.15265873552124
770	90	8.443431382956135
770	95	74.81667208534468
770	100	137.6406293490396
770	105	173.92219328998237
770	110	192.30483490333893
770	115	201.8542726701985
770	120	207.25608760603873
770	125	210.04760536405936
770	130	211.11645700593496
770	135	211.44140993228217
770	140	212.91927647522613
770	145	216.9087765606533
770	150	224.82088461824299
770	155	236.98096387826916
770	160	251.9461485642501
770	165	265.5513849167025
770	170	270.063364938177
770	175	253.6287111191411
770	180	206.096259669251
770	185	127.0104062931955
770	190	40.725727220857266
770	195	0.04854712383348102
780	0	0.0021107278179951098
780	5	0.0901376765123255
780	10	0.7850121122690303
780	15	1.4642971905666684
780	20	0.03171063119076309
780	25	1.5100705064084392
780	30	0.1372908877978739
780	35	0.38225011000031783
780	40	1.1082436218728735
780	45	1.2995154696165214
780	50	1.0112216093501691
780	55	0.19808155776990757
780	60	0.4337084566645993
780	65	1.7243269809342425
780	70	0.009985425229514863
780	75	1.7175395833741578
780	80	0.8930610781983092
780	85	0.02472488020443082
780	90	0.9837415414832176
780	95	1.8851718129517827
780	100	2.157473916996701
780	105	2.1236410656736715
780	110	2.047740410159361
780	115	2.027538500378079
780	120	2.0783146938658996
780	125	2.174216264522735
780	130	2.2892155959911884
780	135	2.3997346493386127
780	140	2.495992604319368
780	145	2.5667577987471333
780	150	2.6101928291539322
780	155	2.6085803836135484
780	160	2.5356200119957553
780	165	2.3480624382817967
780	170	1.9957084075699905
780	175	1.4518890488400953
780	180	0.7750593994785939
780	185	0.17673501136392483
780	190	0.02842894332735814
780	195	0.6918545937503137
790	0	0.04338263963556193
790	5	0.0020078462310404257
790	10	0.14563822006477015
790	15	0.6121006190602097
790	20	0.12683711795662536
790	25	0.529659730180943
790	30	0.0006527349329019487
790	35	0.3774721465598585
790	40	0.63037237187304
790	45	0.6686929857763507
790	50	0.6327520837823064
790	55	0.32859625655489483
790	60	0.00815053440455758
790	65	0.6763761900876301
790	70	0.10515717356000504
790	75	0.7491727363106432
790	80	0.05295601898402296
790	85	0.27979187887894497
790	90	0.7862605590726182
790	95	0.8362176966906947
790	100	0.655163525897985
790	105	0.481066513696791
790	110	0.3791160978695885
790	115	0.33998077409072147
790	120	0.3456000098698639
790	125	0.3805146693880241
790	130	0.4319946219028708
790	135	0.4889309078289833
790	140	0.5395273283147031
790	145	0.5731022483637696
790	150	0.5815589536850583
790	155	0.5560664324336195
790	160	0.4898670889411731
790	165	0.3811398102354429
790	170	0.2377355847844034
790	175	0.0901302182417125
790	180	0.002424412374045635
790	185	0.06796889564719971
790	190	0.3664865363868988
790	195	0.8699236289174853
800	0	0.2276696787964392
800	5	0.09259718054377243
800	10	0.040296515392370315
800	15	0.6917417163928796
800	20	0.40416156129064607
800	25	0.4825928871228052
800	30	0.09778739790230669
800	35	0.7572458066447341
800	40	0.8851639340597955
800	45	0.8479557838875563
800	50	0.9206175692798958
800	55	0.7757916567367487
800	60	0.07757118966779826
800	65	0.5814501854123568
800	70	0.5376122211662627
800	75	0.6749651791262592
800	80	0.04447299574280673
800	85	0.886138890739082
800	90	1.0924966447860205
800	95	0.6673200185525984
800	100	0.28099353021800527
800	105	0.09334921200007554
800	110	0.028133041186600875
800	115	0.011293927173194919
800	120	0.01028836509003259
800	125	0.017947357494124676
800	130	0.03499636898537333
800	135	0.06012106802131004
800	140	0.087579851538363
800	145	0.10854512904674757
800	150	0.11370892172200359
800	155	0.09699777567513133
800	160	0.06020524995728945
800	165	0.01731679305689714
800	170	0.0012600379687987468
800	175	0.06681386273060114
800	180	0.2822423451278152
800	185	0.694421192349374
800	190	1.2592923168408992
800	195	1.7717168569679766
810	0	2.7111880572086995
810	5	1.6456400531327633
810	10	0.007887252010162918
810	15	3.0476589168982136
810	20	3.8860021929224997
810	25	1.555703177819993
810	30	1.863315872343139
810	35	5.4319730800199935
810	40	4.644371592920628
810	45	3.927143452156345
810	50	4.823342761693657
810	55	5.830991730463557
810	60	2.225828457059347
810	65	1.348924495026664
810	70	5.562088005436874
810	75	1.5529912149387075
810	80	2.4033708642766287
810	85	6.8890242519995315
810	90	4.252782109760821
810	95	0.9564247433443124
810	100	0.0006942786814984478
810	105	0.38378225720283055
810	110	0.9848950866349433
810	115	1.3564007889070404
810	120	1.4382256481039382
810	125	1.3051551226777762
810	130	1.0641160883686345
810	135	0.8106830666691811
810	140	0.606569760068642
810	145	0.4818764158278936
810	150	0.4487350181433534
810	155	0.527585570121905
810	160	0.7711748808274941
810	165	1.2911454453899647
810	170	2.2525610945565684
810	175	3.835110729595127
810	180	6.1005079820210595
810	185	8.768762620893948
810	190	10.998267488775511
810	195	11.42632362224368
820	0	5.527657206380842
820	5	4.054924431761439
820	10	0.5498561550578077
820	15	2.562764829318305
820	20	6.913107871492023
820	25	0.7449157577272255
820	30	4.6436720564122895
820	35	7.535395009043558
820	40	4.630963050357743
820	45	3.267010972094626
820	50	4.602844280601459
820	55	7.905569050768257
820	60	6.029420704295961
820	65	0.14151856398522253
820	70	8.991976121133431
820	75	0.12784354163602538
820	80	7.195114840708629
820	85	8.21535157328064
820	90	1.8596178434631867
820	95	0.07432437652958374
820	100	2.0785016750692327
820	105	4.570149531247746
820	110	6.291201194474367
820	115	7.202217911668231
820	120	7.497618309679662
820	125	7.368357673719509
820	130	6.977598025441384
820	135	6.454615330237965
820	140	5.955667078365603
820	145	5.596151981911893
820	150	5.485383766055904
820	155	5.718119402808809
820	160	6.385954852899733
820	165	7.574197145386824
820	170	9.339381788250275
820	175	11.61473462949119
820	180	14.019578702171787
820	185	15.753010298081739
820	190	15.634313571112294
820	195	12.592080478369263
830	0	0.9035267748490105
830	5	0.747386895193485
830	10	0.22186903261793753
830	15	0.1590039902617698
830	20	1.0154441273408563
830	25	0.008146183863996098
830	30	0.8467416936850359
830	35	0.8686518388575105
830	40	0.3520670992772251
830	45	0.18047175740083116
830	50	0.31394791218418727
830	55	0.8330404989084924
830	60	1.0787796902012494
830	65	0.049321416828302635
830	70	1.0523647804908358
830	75	0.07665943552673943
830	80	1.2598349418681836
830	85	0.6228163309474753
830	90	0.0010981797524804262
830	95	0.33803597042537825
830	100	0.8801989578967278
830	105	1.2327731745821355
830	110	1.4114064932398003
830	115	1.5001278874213104
830	120	1.5460164700536834
830	125	1.5690643415036565
830	130	1.5695042396203365
