E, cm-1	Sigma_00, cm2	Sigma_01, cm2	Sigma_10, cm2	Sigma_11, cm2	
9.512978e+04	2.522143e-14	1.497793e-20	5.313442e-21	2.975600e-14
9.515760e+04	2.530026e-14	2.044429e-20	7.429708e-21	2.970018e-14
9.517615e+04	2.531204e-14	2.588232e-20	9.552088e-21	2.966699e-14
9.520397e+04	2.526976e-14	3.483932e-20	1.314634e-20	2.961591e-14
9.522252e+04	2.516150e-14	4.058711e-20	1.553450e-20	2.958532e-14
9.525498e+04	2.521629e-14	5.087245e-20	1.994084e-20	2.953099e-14
9.527352e+04	2.523053e-14	5.691488e-20	2.260260e-20	2.950276e-14
9.530598e+04	2.516789e-14	6.589223e-20	2.674830e-20	2.945244e-14
9.532453e+04	2.518354e-14	6.981485e-20	2.868412e-20	2.942614e-14
9.535699e+04	2.512444e-14	7.533172e-20	3.158479e-20	2.938003e-14
9.537554e+04	2.514105e-14	7.802109e-20	3.307926e-20	2.935556e-14
9.540800e+04	2.508549e-14	8.265419e-20	3.570881e-20	2.931347e-14
9.543118e+04	2.507916e-14	8.636082e-20	3.779486e-20	2.928482e-14
9.546364e+04	2.513912e-14	9.197198e-20	4.095627e-20	2.924547e-14
9.548683e+04	2.513404e-14	9.600730e-20	4.326729e-20	2.921871e-14
9.551929e+04	2.508354e-14	1.017573e-19	4.660394e-20	2.918237e-14
9.554247e+04	2.508022e-14	1.056918e-19	4.894635e-20	2.915778e-14
9.557493e+04	2.514178e-14	1.099448e-19	5.168539e-20	2.912429e-14
9.559811e+04	2.502958e-14	1.119822e-19	5.319056e-20	2.910107e-14
9.563521e+04	2.507149e-14	1.138438e-19	5.494421e-20	2.906415e-14
9.565840e+04	2.507041e-14	1.144122e-19	5.575178e-20	2.904313e-14
9.569085e+04	2.502619e-14	1.144531e-19	5.650262e-20	2.901431e-14
9.571868e+04	2.500446e-14	1.141999e-19	5.698842e-20	2.899006e-14
9.575113e+04	2.507125e-14	1.141388e-19	5.765407e-20	2.896181e-14
9.577896e+04	2.505139e-14	1.144930e-19	5.841808e-20	2.893932e-14
9.581605e+04	2.498967e-14	1.158690e-19	5.989098e-20	2.890996e-14
9.584388e+04	2.497166e-14	1.180391e-19	6.158772e-20	2.888915e-14
9.588097e+04	2.501999e-14	1.226850e-19	6.479017e-20	2.886085e-14
9.590416e+04	2.491760e-14	1.266260e-19	6.736282e-20	2.884448e-14
9.594589e+04	2.494748e-14	1.355353e-19	7.302767e-20	2.881519e-14
9.597371e+04	2.503762e-14	1.426926e-19	7.751787e-20	2.879710e-14
9.601081e+04	2.488105e-14	1.531703e-19	8.409691e-20	2.877245e-14
9.603863e+04	2.497064e-14	1.612066e-19	8.919390e-20	2.875513e-14
9.608036e+04	2.500327e-14	1.734611e-19	9.705375e-20	2.872924e-14
9.610818e+04	2.489101e-14	1.816832e-19	1.023905e-19	2.871313e-14
9.614992e+04	2.492540e-14	1.936744e-19	1.102993e-19	2.868906e-14
9.617774e+04	2.491573e-14	2.015085e-19	1.155412e-19	2.867359e-14
9.621947e+04	2.485398e-14	2.135442e-19	1.236552e-19	2.865081e-14
9.625193e+04	2.482876e-14	2.232860e-19	1.302596e-19	2.863372e-14
9.629366e+04	2.486613e-14	2.365492e-19	1.392787e-19	2.861275e-14
9.632149e+04	2.485959e-14	2.461238e-19	1.457862e-19	2.859874e-14
9.636786e+04	2.488099e-14	2.640209e-19	1.579073e-19	2.857653e-14
9.640032e+04	2.485903e-14	2.779952e-19	1.673591e-19	2.856109e-14
9.644205e+04	2.480424e-14	2.978128e-19	1.807630e-19	2.854264e-14
9.647451e+04	2.478347e-14	3.144959e-19	1.920728e-19	2.852810e-14
9.652088e+04	2.480910e-14	3.397394e-19	2.092746e-19	2.850849e-14
9.655334e+04	2.478974e-14	3.578693e-19	2.217284e-19	2.849489e-14
9.660434e+04	2.480087e-14	3.862105e-19	2.414174e-19	2.847466e-14
9.663680e+04	2.478303e-14	4.036349e-19	2.536921e-19	2.846209e-14
9.668317e+04	2.471840e-14	4.273784e-19	2.706613e-19	2.844383e-14
9.672027e+04	2.477977e-14	4.454390e-19	2.837658e-19	2.843060e-14
9.676664e+04	2.480998e-14	4.664327e-19	2.992720e-19	2.841375e-14
9.680373e+04	2.477976e-14	4.821578e-19	3.110852e-19	2.839984e-14
9.685474e+04	2.479640e-14	5.033366e-19	3.271659e-19	2.838107e-14
9.689184e+04	2.476811e-14	5.187739e-19	3.389693e-19	2.836550e-14
9.694284e+04	2.469735e-14	5.402687e-19	3.554899e-19	2.833726e-14
9.697994e+04	2.476007e-14	5.565927e-19	3.680438e-19	2.832738e-14
9.703095e+04	2.469232e-14	5.799507e-19	3.860286e-19	2.829149e-14
9.706804e+04	2.466790e-14	5.968851e-19	3.991594e-19	2.826489e-14
9.712369e+04	2.476322e-14	6.211155e-19	4.181978e-19	2.825592e-14
9.716078e+04	2.465358e-14	6.365058e-19	4.304527e-19	2.820430e-14
9.725816e+04	2.471555e-14	6.712113e-19	4.589932e-19	2.816356e-14
9.735554e+04	2.469428e-14	6.988501e-19	4.829315e-19	2.809875e-14
9.745291e+04	2.467629e-14	7.253213e-19	5.062199e-19	2.803816e-14
9.755493e+04	2.464862e-14	7.606000e-19	5.360852e-19	2.797418e-14
9.766158e+04	2.461215e-14	8.122967e-19	5.781095e-19	2.790110e-14
9.776823e+04	2.466323e-14	8.860811e-19	6.364390e-19	2.786192e-14
9.787488e+04	2.463437e-14	9.960800e-19	7.216955e-19	2.778211e-14
9.798617e+04	2.459816e-14	1.175532e-18	8.590670e-19	2.769104e-14
9.810209e+04	2.455549e-14	1.457345e-18	1.074079e-18	2.759887e-14
9.821802e+04	2.451710e-14	1.858220e-18	1.380564e-18	2.751855e-14
9.833858e+04	2.454817e-14	2.369909e-18	1.774702e-18	2.747663e-14
9.845914e+04	2.450530e-14	2.974605e-18	2.244287e-18	2.739510e-14
9.858434e+04	2.453226e-14	3.923419e-18	2.982081e-18	2.734983e-14
9.871418e+04	2.447560e-14	5.103892e-18	3.907569e-18	2.725223e-14
9.884401e+04	2.449785e-14	6.516319e-18	5.023365e-18	2.720702e-14
9.897849e+04	2.444095e-14	8.269787e-18	6.418326e-18	2.710852e-14
9.911760e+04	2.445106e-14	1.028878e-17	8.038418e-18	2.705285e-14
9.925671e+04	2.439241e-14	1.258482e-17	9.894311e-18	2.694352e-14
9.940045e+04	2.439861e-14	1.531621e-17	1.211629e-17	2.688618e-14
9.954884e+04	2.439958e-14	1.841046e-17	1.465237e-17	2.682768e-14
