E, cm-1	Sigma_00, cm2	Sigma_01, cm2	Sigma_10, cm2	Sigma_11, cm2	
9.579042e+04	4.621899e-14	1.467089e-19	4.637620e-20	5.766310e-14
9.581360e+04	4.577588e-14	2.160358e-19	6.985292e-20	6.215607e-14
9.584142e+04	4.520421e-14	3.060868e-19	1.015643e-19	6.548206e-14
9.586461e+04	4.478687e-14	3.505044e-19	1.187222e-19	6.130873e-14
9.589243e+04	4.538425e-14	3.590095e-19	1.245101e-19	6.158490e-14
9.592025e+04	4.370819e-14	6.026136e-19	2.137573e-19	5.837079e-14
9.594344e+04	4.522062e-14	5.762051e-19	2.081004e-19	6.430454e-14
9.597126e+04	4.505812e-14	7.069468e-19	2.606634e-19	6.195721e-14
9.599908e+04	4.486616e-14	6.300494e-19	2.369620e-19	5.794720e-14
9.602690e+04	4.318408e-14	7.209666e-19	2.763561e-19	6.072654e-14
9.605473e+04	4.363872e-14	6.730375e-19	2.627277e-19	6.593764e-14
9.608255e+04	4.304602e-14	8.046347e-19	3.196409e-19	6.393354e-14
9.611037e+04	4.527232e-14	1.253367e-18	5.063409e-19	6.543391e-14
9.614283e+04	4.499663e-14	1.235072e-18	5.084218e-19	6.300487e-14
9.617065e+04	4.407115e-14	1.184322e-18	4.951317e-19	6.487658e-14
9.619847e+04	4.378509e-14	1.283958e-18	5.448499e-19	6.393337e-14
9.622629e+04	4.389396e-14	1.467099e-18	6.315825e-19	6.499139e-14
9.625875e+04	4.468390e-14	1.355354e-18	5.929722e-19	6.426896e-14
9.628657e+04	4.539584e-14	1.479710e-18	6.560640e-19	6.301836e-14
9.631903e+04	4.514670e-14	1.856288e-18	8.354559e-19	6.564440e-14
9.635149e+04	4.465129e-14	3.166156e-18	1.445679e-18	6.292081e-14
9.638395e+04	4.392751e-14	2.406587e-18	1.114216e-18	6.471883e-14
9.641641e+04	4.520140e-14	6.032479e-18	2.830559e-18	6.467787e-14
9.644887e+04	4.495626e-14	6.084991e-18	2.892262e-18	6.604690e-14
9.648133e+04	4.574748e-14	5.723772e-18	2.754643e-18	6.491728e-14
9.651379e+04	4.548828e-14	9.852688e-18	4.799074e-18	6.704169e-14
9.654625e+04	4.515537e-14	1.857531e-17	9.153406e-18	6.321908e-14
9.658334e+04	4.558087e-14	1.580922e-17	7.890745e-18	6.585567e-14
9.661580e+04	4.529554e-14	1.312353e-17	6.621484e-18	6.621923e-14
9.664826e+04	4.464256e-14	3.725776e-17	1.899630e-17	6.625653e-14
9.668536e+04	4.410559e-14	4.053452e-17	2.090745e-17	6.345927e-14
9.672245e+04	4.555629e-14	5.217014e-17	2.721110e-17	6.546210e-14
9.675491e+04	4.402935e-14	3.639227e-17	1.916191e-17	6.789796e-14
9.679201e+04	4.539773e-14	5.609198e-17	2.984517e-17	6.732086e-14
9.682910e+04	4.492104e-14	6.926404e-17	3.722838e-17	6.859405e-14
9.686620e+04	4.330374e-14	6.967392e-17	3.781698e-17	6.799739e-14
9.690330e+04	4.521439e-14	7.052157e-17	3.864140e-17	6.460215e-14
9.694503e+04	4.475568e-14	1.112630e-16	6.159650e-17	6.518906e-14
9.697749e+04	4.349816e-14	1.063580e-16	5.934008e-17	6.822308e-14
9.701922e+04	4.395547e-14	1.251250e-16	7.048985e-17	6.671509e-14
9.705632e+04	4.598174e-14	1.326765e-16	7.536950e-17	6.595985e-14
9.709805e+04	4.616066e-14	1.124332e-16	6.445264e-17	6.610615e-14
9.713978e+04	4.542912e-14	1.498284e-16	8.664771e-17	6.733492e-14
9.718152e+04	4.491045e-14	1.572022e-16	9.168894e-17	6.631376e-14
9.721861e+04	4.552782e-14	1.671105e-16	9.818592e-17	6.753801e-14
9.726498e+04	4.481033e-14	1.744830e-16	1.034332e-16	6.646266e-14
9.730208e+04	4.419181e-14	1.864020e-16	1.112636e-16	6.777502e-14
9.734845e+04	4.500660e-14	2.131835e-16	1.283184e-16	6.777602e-14
9.739018e+04	4.589955e-14	1.738437e-16	1.054052e-16	6.591849e-14
9.743655e+04	4.460968e-14	2.087557e-16	1.275717e-16	6.709592e-14
9.747828e+04	4.351765e-14	2.325657e-16	1.431005e-16	6.765714e-14
9.752465e+04	4.534707e-14	2.286732e-16	1.417501e-16	6.444193e-14
9.756639e+04	4.429141e-14	2.387084e-16	1.489304e-16	6.619014e-14
9.761276e+04	4.521779e-14	3.284407e-16	2.063491e-16	6.633017e-14
9.765913e+04	4.549974e-14	2.695768e-16	1.705173e-16	6.544379e-14
9.771013e+04	4.476023e-14	3.172141e-16	2.021034e-16	6.661728e-14
9.775187e+04	4.432407e-14	2.663786e-16	1.706915e-16	6.697782e-14
9.780287e+04	4.562294e-14	2.936468e-16	1.894509e-16	6.710347e-14
9.784924e+04	4.489019e-14	2.744175e-16	1.781125e-16	6.732754e-14
9.790025e+04	4.485315e-14	3.223587e-16	2.105773e-16	6.594270e-14
9.794662e+04	4.621689e-14	3.112628e-16	2.044859e-16	6.667209e-14
9.800226e+04	4.495187e-14	3.727030e-16	2.464729e-16	6.732115e-14
9.804864e+04	4.581092e-14	2.902272e-16	1.929599e-16	6.367215e-14
9.810428e+04	4.505357e-14	3.651669e-16	2.443029e-16	6.792299e-14
9.815065e+04	4.544010e-14	3.495608e-16	2.350464e-16	6.661938e-14
9.820629e+04	4.489667e-14	4.245756e-16	2.871744e-16	6.644375e-14
9.825730e+04	4.515718e-14	4.182408e-16	2.843785e-16	6.713188e-14
9.831294e+04	4.571605e-14	3.943781e-16	2.696500e-16	6.690854e-14
9.836395e+04	4.554211e-14	3.640160e-16	2.501283e-16	6.685044e-14
9.842423e+04	4.599817e-14	3.597529e-16	2.486114e-16	6.462881e-14
9.847524e+04	4.403963e-14	4.357484e-16	3.025433e-16	6.304880e-14
9.853552e+04	4.565302e-14	4.003146e-16	2.794421e-16	6.356937e-14
9.859116e+04	4.441875e-14	3.841573e-16	2.694618e-16	6.466032e-14
9.865145e+04	4.478130e-14	4.242066e-16	2.990714e-16	6.284363e-14
9.870245e+04	4.439725e-14	4.709828e-16	3.334436e-16	6.221068e-14
9.882301e+04	4.473358e-14	4.385384e-16	3.134414e-16	6.330678e-14
9.894358e+04	4.575147e-14	4.772293e-16	3.441786e-16	6.376995e-14
9.906878e+04	4.476161e-14	4.864791e-16	3.539662e-16	6.217123e-14
9.919397e+04	4.466702e-14	4.802211e-16	3.523511e-16	6.192819e-14
